סמל רשות,מספר סידורי,שם רשות מקומית,שטח שיפוט (דונם),שטח תפוס על ידי לוחות סולאריים (דונם),מספר מבנים,שטח גגות כולל (דונם),שטח פוטנציאל שנמצא מתאים לסולארי (דונם),שטח לא פנוי (דונם),הספק מותקן מוערך קיים (MW),אחוז מימוש,הספק פוטנציאל מוערך (MW),סיווג שימוש,הערות
5512,66,זבולון,54167.9,6,42,37.1,16.9,5.8,0.9,26.3,2.4,"מסחר, משרדים ותיירות",usg code is main usage
5512,66,זבולון,54167.9,58.1,151,159.5,54.3,46.8,8.3,51.7,7.8,חקלאות,usg code is main usage
5512,66,זבולון,54167.9,1.6,69,23,12.1,1.4,0.2,11.8,1.7,אחר,usg code is main usage
5539,67,שדות נגב,113471.5,1.1,63,21.3,10.6,0.4,0.2,9.3,1.5,ציבורי,usg code is main usage
5539,67,שדות נגב,113471.5,0,1,0.6,0.3,0,0,0,0,ממשלתי,"usg code is secondary usage, which is included in main usage"
5539,67,שדות נגב,113471.5,0,7,1.7,1,0,0,0,0.1,תחבורה,"usg code is secondary usage, which is included in main usage"
5539,67,שדות נגב,113471.5,0,1,0.6,0.3,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
5539,67,שדות נגב,113471.5,0.7,32,10.4,5,0.4,0.1,12.1,0.7,שירותי דת,"usg code is secondary usage, which is included in main usage"
5539,67,שדות נגב,113471.5,0,0,0,0,0,0,0,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
5539,67,שדות נגב,113471.5,0.1,7,1.5,0.6,0,0,18.2,0.1,רפואה,"usg code is secondary usage, which is included in main usage"
5539,67,שדות נגב,113471.5,8,267,96.2,49,4.5,1.1,14.1,7,רשות מקומית,usg code is main usage
5539,67,שדות נגב,113471.5,4.8,133,50.9,25.5,3.2,0.7,15.9,3.6,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
5539,67,שדות נגב,113471.5,3.2,133,44.8,23.2,1.3,0.5,12.1,3.3,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
5539,67,שדות נגב,113471.5,52,2305,564,242.3,22.6,7.4,17.7,34.6,מגורים,usg code is main usage
5539,67,שדות נגב,113471.5,51.9,2303,563.4,242.1,22.5,7.4,17.7,34.6,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
5539,67,שדות נגב,113471.5,0.1,2,0.6,0.3,0.1,0,34.8,0,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
5539,67,שדות נגב,113471.5,0,0,0,0,0,0,0,0,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
5539,67,שדות נגב,113471.5,0,0,0,0,0,0,0,0,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
5539,67,שדות נגב,113471.5,16.5,68,102.7,61.8,15,2.4,21.1,8.8,תעשייה,usg code is main usage
5539,67,שדות נגב,113471.5,0,3,0.3,0.1,0,0,0,0,תשתיות ומתקנים הנדסיים,usg code is main usage
5539,67,שדות נגב,113471.5,2.9,37,28.3,17.5,2.1,0.4,14.1,2.5,"מסחר, משרדים ותיירות",usg code is main usage
5539,67,שדות נגב,113471.5,38.4,256,217.7,130,26.7,5.5,22.8,18.6,חקלאות,usg code is main usage
5539,67,שדות נגב,113471.5,0,20,3.4,1.8,0,0,0,0.3,אחר,usg code is main usage
9300,68,זכרון יעקב,31526.4,0.9,52,17.2,6.9,1,0.1,11.5,1,ציבורי,usg code is main usage
9300,68,זכרון יעקב,31526.4,0.4,17,6.1,2.3,0.4,0.1,13.2,0.3,ממשלתי,"usg code is secondary usage, which is included in main usage"
9300,68,זכרון יעקב,31526.4,0,0,0,0,0,0,0,0,תחבורה,"usg code is secondary usage, which is included in main usage"
9300,68,זכרון יעקב,31526.4,0,1,0.3,0.1,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
9300,68,זכרון יעקב,31526.4,0,24,6.8,3,0,0,0,0.4,שירותי דת,"usg code is secondary usage, which is included in main usage"
9300,68,זכרון יעקב,31526.4,0.5,4,2.3,0.8,0.5,0.1,41.1,0.1,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
9300,68,זכרון יעקב,31526.4,0,5,1.5,0.7,0,0,0,0.1,רפואה,"usg code is secondary usage, which is included in main usage"
9300,68,זכרון יעקב,31526.4,5.8,125,61,27.5,5.6,0.8,17.3,3.9,רשות מקומית,usg code is main usage
9300,68,זכרון יעקב,31526.4,4.8,98,46.9,20.7,4.6,0.7,19,3,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
9300,68,זכרון יעקב,31526.4,0.9,24,13.6,6.6,1,0.1,12.3,0.9,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
9300,68,זכרון יעקב,31526.4,7.8,2912,656.6,238,16.9,1.1,3.2,34,מגורים,usg code is main usage
9300,68,זכרון יעקב,31526.4,7.4,2711,579.5,218.2,12.8,1.1,3.3,31.2,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
9300,68,זכרון יעקב,31526.4,0.4,145,42.7,14.1,1.6,0.1,2.9,2,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
9300,68,זכרון יעקב,31526.4,0,56,34.3,5.8,2.5,0,0,0.8,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
9300,68,זכרון יעקב,31526.4,0,0,0,0,0,0,0,0,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
9300,68,זכרון יעקב,31526.4,0.7,24,14.8,8.2,0.8,0.1,7.9,1.2,תעשייה,usg code is main usage
9300,68,זכרון יעקב,31526.4,0,1,0.2,0.1,0,0,0,0,תשתיות ומתקנים הנדסיים,usg code is main usage
9300,68,זכרון יעקב,31526.4,1.1,161,76.1,32.3,1.5,0.2,3.4,4.6,"מסחר, משרדים ותיירות",usg code is main usage
9300,68,זכרון יעקב,31526.4,0.3,98,18.2,6.8,0.5,0,4.5,1,חקלאות,usg code is main usage
9300,68,זכרון יעקב,31526.4,0.2,77,15.5,5.9,0.4,0,3.7,0.8,אחר,usg code is main usage
5507,69,עמק המעיינות,245668.6,1.2,63,27.3,14,1.2,0.2,7.8,2,ציבורי,usg code is main usage
5507,69,עמק המעיינות,245668.6,0,9,4.8,2.8,0,0,0.8,0.4,ממשלתי,"usg code is secondary usage, which is included in main usage"
5507,69,עמק המעיינות,245668.6,0,6,1.1,0.4,0,0,0,0.1,תחבורה,"usg code is secondary usage, which is included in main usage"
5507,69,עמק המעיינות,245668.6,0,0,0,0,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
5507,69,עמק המעיינות,245668.6,0.1,18,6.6,3.6,0.1,0,1.6,0.5,שירותי דת,"usg code is secondary usage, which is included in main usage"
5507,69,עמק המעיינות,245668.6,0,0,0,0,0,0,0,0,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
5507,69,עמק המעיינות,245668.6,0,14,4.1,2.1,0,0,0,0.3,רפואה,"usg code is secondary usage, which is included in main usage"
5507,69,עמק המעיינות,245668.6,10.6,421,141.1,68.7,5.4,1.5,13.4,9.8,רשות מקומית,usg code is main usage
5507,69,עמק המעיינות,245668.6,7.6,341,108.9,52.5,4.2,1.1,12.6,7.5,מבנה חינוך,"usg code is secondary usage, which is included in main usage"
5507,69,עמק המעיינות,245668.6,3,76,31.3,15.8,1.2,0.4,16.2,2.3,מבנה ציבור פרט לחינוך,"usg code is secondary usage, which is included in main usage"
5507,69,עמק המעיינות,245668.6,47.5,2619,656.2,290.7,22.3,6.8,14.1,41.5,מגורים,usg code is main usage
5507,69,עמק המעיינות,245668.6,47.4,2465,614.3,271.4,21.5,6.8,14.9,38.8,מגורים בנייה צמודת קרקע (עד 9 מטרים),"usg code is secondary usage, which is included in main usage"
5507,69,עמק המעיינות,245668.6,0.2,13,3.5,1.4,0.1,0,9.9,0.2,מגורים בנייה נמוכה  (10-15 מטרים),"usg code is secondary usage, which is included in main usage"
5507,69,עמק המעיינות,245668.6,0,9,2.3,1,0,0,0,0.1,מגורים בניה גבוהה (16-27 מטרים),"usg code is secondary usage, which is included in main usage"
5507,69,עמק המעיינות,245668.6,0,132,36.1,16.9,0.7,0,0,2.4,מגורים בניה רב קומות (מעל 28 מטרים ומעלה),"usg code is secondary usage, which is included in main usage"
5507,69,עמק המעיינות,245668.6,76.3,134,261.1,110.4,68.5,10.9,40.9,15.8,תעשייה,usg code is main usage
5507,69,עמק המעיינות,245668.6,0,5,1.4,0.8,0,0,0,0.1,תשתיות ומתקנים הנדסיים,usg code is main usage
5507,69,עמק המעיינות,245668.6,5.1,180,60,27.8,4.4,0.7,15.4,4,"מסחר, משרדים ותיירות",usg code is main usage
5507,69,עמק המעיינות,245668.6,167.8,506,464.2,169.7,143.5,24,49.7,24.2,חקלאות,usg code is main usage
5507,69,עמק המעיינות,245668.6,12.5,333,80.3,42.3,3.2,1.8,22.8,6,אחר,usg code is main usage
5573,70,מטה בנימין,276784.4,8,159,54.8,22.7,6.4,1.1,26.1,3.2,ציבורי,usg code is main usage
5573,70,מטה בנימין,276784.4,0,1,0.1,0,0,0,0,0,ממשלתי,"usg code is secondary usage, which is included in main usage"
5573,70,מטה בנימין,276784.4,0,9,1.4,0.6,0,0,0,0.1,תחבורה,"usg code is secondary usage, which is included in main usage"
5573,70,מטה בנימין,276784.4,0,1,0.3,0.2,0,0,0,0,אקדמיה,"usg code is secondary usage, which is included in main usage"
5573,70,מטה בנימין,276784.4,7.9,129,47.4,19.3,6.4,1.1,29.2,2.8,שירותי דת,"usg code is secondary usage, which is included in main usage"
5573,70,מטה בנימין,276784.4,0,5,1.6,0.9,0,0,0,0.1,חירום וביטחון,"usg code is secondary usage, which is included in main usage"
5573,70,מטה בנימין,276784.4,0.1,12,3.6,1.6,0,0,4.5,0.2,רפואה,"usg code is secondary usage, which is included in main usage"
5573,70,מטה בנימין,276784.4,39.7,579,197,77.4,26.9,5.7,33.9,11.1,רשות מקומית,usg code is main usage
